URL,关闭时间,创建时间,创建者,序号,更新时间,标签,标签数,标题,正文长度,正文预览,状态,类型,编号,获取时间,评论数,页码
https://github.com/microsoft/vscode/pull/292611,,2026-02-03T17:35:45Z,Copilot,21,2026-02-03T19:50:34Z,,0,Remove timeout workaround in authentication service now that immediate activation waits on the local Ext Host,2374,"Following the fix for immediate activation waiting on local extension host (#260061), the timeout wo...",open,Issue,292611,2026-02-04T11:34:55.404172,0,1
https://github.com/microsoft/vscode/pull/292602,,2026-02-03T17:14:53Z,18-RAJAT,22,2026-02-03T17:27:43Z,triage-needed,1,Fix/cli bugfixes,550,"This PR fixes several real crash/edge-case bugs in the VS Code Rust CLI update + tunnel flows.
It p...",open,Issue,292602,2026-02-04T11:34:55.404178,0,1
https://github.com/microsoft/vscode/pull/292590,,2026-02-03T16:34:41Z,Copilot,23,2026-02-03T16:46:29Z,,0,Fix context key collision: agentSessionType and chatSessionType,2578,Both `ChatContextKeys.chatSessionType` and `ChatContextKeys.agentSessionType` were using the same un...,open,Issue,292590,2026-02-04T11:34:55.404184,0,1
https://github.com/microsoft/vscode/pull/292588,,2026-02-03T16:25:55Z,Copilot,24,2026-02-03T17:12:09Z,,0,Fix extension installation closing active editor,1917,"Installing an extension automatically opens the extension details editor in the active group, replac...",open,Issue,292588,2026-02-04T11:34:55.404190,0,1
https://github.com/microsoft/vscode/pull/292586,,2026-02-03T16:07:23Z,cwebster-99,25,2026-02-04T00:17:33Z,,0,feat: add vision policy handling for image attachments,207,"Adds warning on image attachments when editor preview features is disabled 
<img width=""965"" height...",open,Issue,292586,2026-02-04T11:34:55.404195,0,1
https://github.com/microsoft/vscode/pull/292528,,2026-02-03T10:24:27Z,bpasero,26,2026-02-03T10:35:38Z,,0,agent sessions window exploration,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,292528,2026-02-04T11:34:55.404201,0,1
https://github.com/microsoft/vscode/pull/292453,,2026-02-03T03:33:12Z,mjbvz,27,2026-02-03T03:43:54Z,,0,Expose noRenames options in git diff api,190,"For https://github.com/microsoft/vscode/issues/284299

Exposes a `noRenames` option when computing...",open,Issue,292453,2026-02-04T11:34:55.404207,0,1
https://github.com/microsoft/vscode/pull/292437,,2026-02-03T01:24:27Z,digitarald,28,2026-02-03T11:44:21Z,,0,feat(chat): add dynamic model picker for plan agent,522,"Adds `chat.planAgent.defaultModel` setting with a dynamic model picker, following the existing `inli...",open,Issue,292437,2026-02-04T11:34:55.404212,0,1
https://github.com/microsoft/vscode/pull/292380,,2026-02-02T20:08:19Z,Copilot,29,2026-02-02T23:34:07Z,,0,"npm: Use fs API to read package.json, avoid LSP notification spam",8075,"The npm extension was opening every package.json as a text document during task discovery, triggerin...",open,Issue,292380,2026-02-04T11:34:55.404217,0,1
https://github.com/microsoft/vscode/pull/292377,,2026-02-02T19:40:42Z,jruales,30,2026-02-02T23:15:24Z,,0,Disable actions when no URL loaded or on error,1795,"Closes https://github.com/microsoft/vscode/issues/291216

Disable certain actions when no URL is l...",open,Issue,292377,2026-02-04T11:34:55.404222,0,1
https://github.com/microsoft/vscode/pull/292376,,2026-02-02T19:39:41Z,accesswatch,31,2026-02-02T21:41:42Z,,0,fix(accessibility): Add ARIA hints and fix spurious announcements in find widgets,2176,"## Summary

This PR adds ARIA hints and fixes spurious screen reader announcements in find/filter ...",open,Issue,292376,2026-02-04T11:34:55.404227,0,1
https://github.com/microsoft/vscode/pull/292373,,2026-02-02T19:31:35Z,accesswatch,32,2026-02-03T19:48:05Z,,0,feat(accessibility): Add Accessibility Help System for find/filter dialogs,1917,"## Summary
This PR adds comprehensive accessibility help (Alt+F1) for all find and filter experienc...",open,Issue,292373,2026-02-04T11:34:55.404232,0,1
https://github.com/microsoft/vscode/pull/292364,,2026-02-02T18:47:45Z,pwang347,33,2026-02-03T01:46:20Z,,0,[DRAFT] Hooks,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,292364,2026-02-04T11:34:55.404237,0,1
https://github.com/microsoft/vscode/pull/292340,,2026-02-02T16:14:50Z,Copilot,34,2026-02-02T16:28:50Z,,0,Allow enabling authentication provider extensions in workspace,3203,Users who previously disabled an authentication provider extension for a workspace could not re-enab...,open,Issue,292340,2026-02-04T11:34:55.404243,0,1
https://github.com/microsoft/vscode/pull/292326,,2026-02-02T14:50:51Z,sandy081,35,2026-02-03T09:48:55Z,,0,Add getVisibleAreas api to view model,81,Add getVisibleAreas api to view model - This is needed for output editor features...,open,Issue,292326,2026-02-04T11:34:55.404249,0,1
https://github.com/microsoft/vscode/pull/292315,,2026-02-02T14:11:32Z,Copilot,36,2026-02-02T14:27:13Z,,0,Add native menu bar icon for agent sessions,2284,"## Description

Adds native OS integration for agent session status using Electron APIs. Displays re...",open,Issue,292315,2026-02-04T11:34:55.404255,0,1
https://github.com/microsoft/vscode/pull/292299,,2026-02-02T12:12:23Z,joshspicer,37,2026-02-02T14:04:49Z,,0,auto hide primary sidebar in projection,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,292299,2026-02-04T11:34:55.404261,0,1
https://github.com/microsoft/vscode/pull/292293,,2026-02-02T11:45:07Z,benibenj,38,2026-02-02T12:56:33Z,,0,Remove hardcoded session providers,451,```Copilot Generated Description:``` Refactor the code to eliminate hardcoded session providers by u...,open,Issue,292293,2026-02-04T11:34:55.404266,0,1
https://github.com/microsoft/vscode/pull/292276,,2026-02-02T10:25:11Z,Copilot,39,2026-02-02T10:31:36Z,,0,Fix product name header text overlap on narrow viewports,1308,"Product name header in Agent Sessions Welcome wraps with overlapping text when viewport narrows.

##...",open,Issue,292276,2026-02-04T11:34:55.404271,0,1
https://github.com/microsoft/vscode/pull/292259,,2026-02-02T08:41:57Z,murataslan1,40,2026-02-02T09:24:49Z,,0,fix: use Ctrl+Alt+T for Go to Symbol in Workspace when in browser/Codespaces,749,"## Summary
In Codespaces (browser), the keyboard shortcut for ""Go to Symbol in Workspace"" is Ctrl+T,...",open,Issue,292259,2026-02-04T11:34:55.404277,0,1
https://github.com/microsoft/vscode/pull/292258,,2026-02-02T08:34:13Z,murataslan1,41,2026-02-02T09:24:53Z,,0,fix: wrap long docstrings in parameter hints widget,880,"## Summary
Fixes long docstrings in the parameter hints widget not wrapping. Previously, long string...",open,Issue,292258,2026-02-04T11:34:55.404283,0,1
https://github.com/microsoft/vscode/pull/292257,,2026-02-02T08:28:36Z,murataslan1,42,2026-02-02T09:24:55Z,,0,feat(testing): show running badge on Activity Bar while tests are running,920,"## Summary
Shows a spinning loading indicator badge on the Testing icon in the Activity Bar when tes...",open,Issue,292257,2026-02-04T11:34:55.404288,0,1
https://github.com/microsoft/vscode/pull/292251,,2026-02-02T08:19:15Z,murataslan1,43,2026-02-02T13:45:08Z,,0,feat: add hoverForeground and hoverBackground to activity bars,1112,"## Summary
Adds new theme color tokens for hover states in the activity bar, allowing users to custo...",open,Issue,292251,2026-02-04T11:34:55.404294,0,1
https://github.com/microsoft/vscode/pull/292216,,2026-02-02T01:27:43Z,justschen,44,2026-02-02T07:31:17Z,,0,fix inconsistent progress icons,407,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,292216,2026-02-04T11:34:55.404299,0,1
https://github.com/microsoft/vscode/pull/292194,,2026-02-01T20:06:57Z,Copilot,45,2026-02-01T20:18:52Z,,0,Add product icon to Welcome page tabs,2543,Welcome page tabs displayed without icons while other editor tabs show the appropriate product icon ...,open,Issue,292194,2026-02-04T11:34:55.404304,0,1
https://github.com/microsoft/vscode/pull/292192,,2026-02-01T19:29:33Z,murataslan1,46,2026-02-01T20:10:58Z,,0,chore: add engines field to package.json (fixes #252372),505,"# PR Title
chore: add engines field to package.json (fixes #252372)

# Description
This PR adds the ...",open,Issue,292192,2026-02-04T11:34:55.404310,0,1
https://github.com/microsoft/vscode/pull/292179,,2026-02-01T18:37:13Z,Copilot,47,2026-02-01T18:47:24Z,,0,Fix virtual keyboard appearing during scroll gestures on Android,2825,Virtual keyboard shows unexpectedly when scrolling on Android (vscode.dev) because Tap events are di...,open,Issue,292179,2026-02-04T11:34:55.404316,0,1
https://github.com/microsoft/vscode/pull/292158,,2026-02-01T15:25:05Z,domgetter,48,2026-02-01T16:11:54Z,,0,Fix stickyScroll bottom padding,709,Break out padding calculation into top and bottom so that stickyScroll doesn't add padding to the bo...,open,Issue,292158,2026-02-04T11:34:55.404325,0,1
https://github.com/microsoft/vscode/pull/292153,,2026-02-01T14:35:27Z,Pengkun-ZHU,49,2026-02-02T11:08:53Z,,0,Fix issue #264340: diff view not updated when unstaging new files,1478,"Fixes #264340

## Problem
When unstaging changes for a new file (a file that doesn't exist in the...",open,Issue,292153,2026-02-04T11:34:55.404331,0,1
https://github.com/microsoft/vscode/pull/292143,,2026-02-01T11:51:45Z,OrenMe,50,2026-02-02T19:04:15Z,,0,chat: allow extensions to control tool invocation collapse behavior,1064,Extensions should be able to opt-out of having their tool invocations collapsed into the 'thinking' ...,open,Issue,292143,2026-02-04T11:34:55.404339,0,1
https://github.com/microsoft/vscode/pull/292094,,2026-01-31T22:38:51Z,Andrew199617,51,2026-02-01T11:51:15Z,triage-needed,1,Fix bug with diff editor not wrapping red lines.,1509,Im creating an extension that opens diffs for p4 files. I noticed that red lines in diff editor dont...,open,Issue,292094,2026-02-04T11:34:55.404345,0,1
https://github.com/microsoft/vscode/pull/292044,,2026-01-31T12:13:16Z,Copilot,52,2026-01-31T12:25:23Z,,0,Fix auxiliary bar auto-opening when AI features disabled,1980,The auxiliary bar (Chat panel) was opening automatically in workspaces regardless of the AI features...,open,Issue,292044,2026-02-04T11:34:55.404351,0,1
https://github.com/microsoft/vscode/pull/291949,,2026-01-30T18:23:39Z,deepak1556,53,2026-02-03T17:56:56Z,,0,refactor: pull dmgbuild from repo,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,291949,2026-02-04T11:34:55.404357,0,1
https://github.com/microsoft/vscode/pull/291896,,2026-01-30T14:43:31Z,Copilot,54,2026-02-03T17:15:01Z,,0,Skip URL detection in high-throughput terminal scenarios,2173,"- [x] Analyze the issue: `urlFinder.ts` processes data on every terminal data event, causing perform...",open,Issue,291896,2026-02-04T11:34:55.404363,0,1
https://github.com/microsoft/vscode/pull/291863,,2026-01-30T12:01:27Z,a-stewart,55,2026-01-30T12:45:28Z,,0,Demo of how Code Provenance is propagated through vscode.TextEdit in Cider,330,"This is a partial solution, showing how we propagate the extension id through the vscode.TextEditor ...",open,Issue,291863,2026-02-04T11:34:55.404368,0,1
https://github.com/microsoft/vscode/pull/291861,,2026-01-30T11:54:41Z,Copilot,56,2026-01-30T13:28:06Z,,0,Fix terminal commands incorrectly reporting exit code 130,2675,"fixes https://github.com/microsoft/vscode/issues/291871

## Description

Agent-executed terminal...",open,Issue,291861,2026-02-04T11:34:55.404374,0,1
https://github.com/microsoft/vscode/pull/291847,,2026-01-30T10:51:28Z,notsolvablehat,57,2026-01-30T11:15:09Z,,0,Added scroll-to-bottom button in chat view,802,"Related to #278906 

## Problem
Long chat conversations make it inconvenient to return to the lat...",open,Issue,291847,2026-02-04T11:34:55.404379,0,1
https://github.com/microsoft/vscode/pull/291825,,2026-01-30T09:25:44Z,jeevaratnamputla,58,2026-02-01T11:51:55Z,triage-needed,1,Replace child_process.exec with execFile to prevent potential command injection,1137,"Summary

This change replaces the use of child_process.exec with child_process.execFile in the Gru...",open,Issue,291825,2026-02-04T11:34:55.404385,0,1
https://github.com/microsoft/vscode/pull/291802,,2026-01-30T05:56:36Z,mechatroner,59,2026-01-31T02:49:18Z,,0,Replace hardcoded inlay hints limit with config option (#265980),1508,"This fixes https://github.com/microsoft/vscode/issues/265980

The change allows to configure max i...",open,Issue,291802,2026-02-04T11:34:55.404390,0,1
https://github.com/microsoft/vscode/pull/291800,,2026-01-30T05:02:58Z,jruales,60,2026-02-04T00:48:27Z,,0,Prepopulate the Find in Page search text with the currently selected text in the page,769,"Closes https://github.com/microsoft/vscode/issues/291378

* If the user has text selected when the...",open,Issue,291800,2026-02-04T11:34:55.404395,0,1
https://github.com/microsoft/vscode/pull/291781,,2026-01-30T01:46:32Z,Copilot,61,2026-02-03T13:07:17Z,,0,Add disabled-by-organization section in model picker for enterprise plans,1133,"## Description
Business/Enterprise users should see unavailable known model IDs in the picker as a d...",open,Issue,291781,2026-02-04T11:34:55.404401,0,1
https://github.com/microsoft/vscode/pull/291774,,2026-01-30T01:00:12Z,Copilot,62,2026-01-30T01:06:38Z,,0,Documentation: Sourcemap Build and Upload Process Analysis,6631,"## Analysis Summary

This was an analysis and documentation request to understand how sourcemaps are...",open,Issue,291774,2026-02-04T11:34:55.404407,0,1
https://github.com/microsoft/vscode/pull/291771,,2026-01-30T00:46:21Z,jruales,63,2026-01-30T01:59:24Z,,0,Remove 'Add Element to Chat' tip,281,"Before:
<img width=""887"" height=""595"" alt=""image"" src=""https://github.com/user-attachments/assets/a...",open,Issue,291771,2026-02-04T11:34:55.404413,0,1
https://github.com/microsoft/vscode/pull/291728,,2026-01-29T20:35:38Z,Copilot,64,2026-01-30T01:51:18Z,,0,Enhance tool filtering error with available identifiers list,1291,"When tool filtering results in zero enabled tools, the error message now includes all valid identifi...",open,Issue,291728,2026-02-04T11:34:55.404419,0,1
https://github.com/microsoft/vscode/pull/291682,,2026-01-29T17:40:35Z,poetryofcode,65,2026-01-29T18:22:09Z,,0,Fix Disable button showing unnecessary dropdown when extension is onl…,352," ## Change                                                                            
  In `Disabl...",open,Issue,291682,2026-02-04T11:34:55.404423,0,1
https://github.com/microsoft/vscode/pull/291677,,2026-01-29T17:30:42Z,poetryofcode,66,2026-01-29T18:22:16Z,triage-needed,1,Add engines property to root package.json (#252372),657," Summary                                                                   
                       ...",open,Issue,291677,2026-02-04T11:34:55.404429,0,1
https://github.com/microsoft/vscode/pull/291656,,2026-01-29T16:27:46Z,osortega,67,2026-01-29T16:38:34Z,,0,URI migration exploration,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,291656,2026-02-04T11:34:55.404435,0,1
https://github.com/microsoft/vscode/pull/291627,,2026-01-29T15:26:14Z,mrleemurray,68,2026-01-29T15:36:17Z,,0,Refactor checkbox implementation and update styles in Agent Sessions Welcome page,699,Refactor the checkbox implementation on the Agent Sessions Welcome page to use a new Checkbox compon...,open,Issue,291627,2026-02-04T11:34:55.404440,0,1
https://github.com/microsoft/vscode/pull/291618,,2026-01-29T15:06:20Z,bpasero,69,2026-01-29T16:34:05Z,,0,agent sessions - use a profile scoped state as fallback if no workspace state exists,0,,open,Issue,291618,2026-02-04T11:34:55.404445,0,1
https://github.com/microsoft/vscode/pull/291609,,2026-01-29T14:49:10Z,Tyriar,70,2026-01-29T15:24:56Z,,0,Tidy up comments in ShellIntegrationAddon,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,291609,2026-02-04T11:34:55.404451,0,1
https://github.com/microsoft/vscode/pull/291564,,2026-01-29T11:19:39Z,Copilot,71,2026-01-29T14:46:33Z,,0,Align chat title container with centered interactive-session content,3511,The chat title and toolbar were left-aligned while `.interactive-session` content was centered with ...,open,Issue,291564,2026-02-04T11:34:55.404457,0,1
https://github.com/microsoft/vscode/pull/291550,,2026-01-29T10:22:16Z,Copilot,72,2026-01-29T10:25:35Z,,0,No changes - problem statement missing requirements,1250,"No changes were made to the repository as the problem statement contained only ""hello"" without speci...",open,Issue,291550,2026-02-04T11:34:55.404462,0,1
https://github.com/microsoft/vscode/pull/291547,,2026-01-29T10:18:16Z,Copilot,73,2026-01-29T10:33:50Z,,0,Fix cloud sessions showing wrong title when open,1702,Cloud sessions display the user's literal first message as the title header instead of the proper se...,open,Issue,291547,2026-02-04T11:34:55.404469,0,1
https://github.com/microsoft/vscode/pull/291545,,2026-01-29T10:09:06Z,Copilot,74,2026-01-29T10:16:44Z,,0,Fix Chat Sessions: Toggling Archived filter no longer collapses More section,1919,"Toggling the Archived view filter in Chat Sessions unexpectedly collapsed the expanded ""More"" sectio...",open,Issue,291545,2026-02-04T11:34:55.404474,0,1
https://github.com/microsoft/vscode/pull/291531,,2026-01-29T09:47:09Z,Copilot,75,2026-01-29T10:12:37Z,,0,Fix chat sign-in getting stuck after cancellation,2574,"Sign-in flow gets stuck after user clicks ""Stop"" during chat setup. Subsequent messages fail to trig...",open,Issue,291531,2026-02-04T11:34:55.404480,0,1
https://github.com/microsoft/vscode/pull/291483,,2026-01-29T03:48:38Z,dileepyavan,76,2026-01-29T13:54:49Z,,0,Sandbox: Updating output for terminal command errors due to domain missing from allow list. ,387,"fixes:#290816
In sandboxing mode, for domains that are not added to the allow list, the command fai...",open,Issue,291483,2026-02-04T11:34:55.404485,0,1
https://github.com/microsoft/vscode/pull/291455,,2026-01-29T00:14:38Z,pwang347,77,2026-01-29T16:32:01Z,,0,Add chat extension custom URI to allowed schemes for rendering,697,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,291455,2026-02-04T11:34:55.404490,0,1
https://github.com/microsoft/vscode/pull/291425,,2026-01-28T22:24:59Z,eli-w-king,78,2026-01-28T23:51:08Z,"ux, polish, chat",4,"Simple, responsive ask questions widget",585,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,291425,2026-02-04T11:34:55.404502,0,1
https://github.com/microsoft/vscode/pull/291410,,2026-01-28T21:41:22Z,Copilot,79,2026-01-29T21:15:03Z,,0,Convert inline comment to JSDoc style for forDisplay property,1039,"Addresses code review feedback from #291395 to align with VS Code coding guidelines.

Changed the `f...",open,Issue,291410,2026-02-04T11:34:55.404509,0,1
https://github.com/microsoft/vscode/pull/291409,,2026-01-28T21:41:07Z,Copilot,80,2026-01-29T21:15:03Z,,0,Convert interface property comment to JSDoc style,1064,Converts regular `//` comment to JSDoc style `/** ... */` for the `forDisplay` property in `ICommand...,open,Issue,291409,2026-02-04T11:34:55.404515,0,1
https://github.com/microsoft/vscode/pull/291381,,2026-01-28T19:21:49Z,karthiknadig,81,2026-01-29T01:09:32Z,,0,move ask question tool to core,55,fixes https://github.com/microsoft/vscode/issues/291349...,open,Issue,291381,2026-02-04T11:34:55.404520,0,1
https://github.com/microsoft/vscode/pull/291379,,2026-01-28T19:11:23Z,Copilot,82,2026-01-28T19:27:48Z,,0,Fix edit telemetry arc measurements for 20-minute survival interval,1692,"## Description

The Edit Telemetry test suite was failing in the macOS/Browser workflow due to incon...",open,Issue,291379,2026-02-04T11:34:55.404528,0,1
https://github.com/microsoft/vscode/pull/291241,,2026-01-28T10:01:16Z,DamianKocjan,83,2026-01-28T10:12:31Z,,0,Refresh icon arrows not align in the center (fix: #281241),908,This PR fixes an alignment issue where the refresh icon (spinning arrows) inside the Activity Bar pr...,open,Issue,291241,2026-02-04T11:34:55.404534,0,1
https://github.com/microsoft/vscode/pull/291047,,2026-01-27T22:11:37Z,dnlw07,84,2026-01-31T14:02:31Z,,0,add new explorer.exclude setting,716,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,291047,2026-02-04T11:34:55.404540,0,1
https://github.com/microsoft/vscode/pull/290886,,2026-01-27T16:46:46Z,roblourens,85,2026-01-30T05:22:33Z,,0,Track external tool calls,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,290886,2026-02-04T11:34:55.404545,0,1
https://github.com/microsoft/vscode/pull/290846,,2026-01-27T14:57:30Z,Tyriar,86,2026-01-27T15:07:42Z,,0,Add agent CLIs to shell type detection,370,"Part of #290830

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request gu...",open,Issue,290846,2026-02-04T11:34:55.404551,0,1
https://github.com/microsoft/vscode/pull/290764,,2026-01-27T10:59:28Z,bencoz,87,2026-01-27T15:08:12Z,,0,feat: integrate skill into URL handler,2023,"## Description
This PR adds support for automating the installation of ""skills"" (multi-file folders...",open,Issue,290764,2026-02-04T11:34:55.404556,0,1
https://github.com/microsoft/vscode/pull/290746,,2026-01-27T10:17:20Z,aeschli,88,2026-01-27T16:07:39Z,,0,show warning when subagents are used but not enabled,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,290746,2026-02-04T11:34:55.404567,0,1
https://github.com/microsoft/vscode/pull/290713,,2026-01-27T09:07:25Z,Flanker32,89,2026-01-27T09:17:23Z,,0,fix: fix grammatical error in generate instructions prompt,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,290713,2026-02-04T11:34:55.404573,0,1
https://github.com/microsoft/vscode/pull/290621,,2026-01-26T23:54:21Z,roblourens,90,2026-01-27T04:23:47Z,,0,Chat resize sash,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,290621,2026-02-04T11:34:55.404581,0,1
https://github.com/microsoft/vscode/pull/290610,,2026-01-26T23:28:54Z,Copilot,91,2026-01-26T23:48:48Z,,0,Gate agentSessionsWelcome view behind ExP service using cached treatment values,2037,The agentSessionsWelcome view needs to be controlled by the ExP service without blocking welcome pag...,open,Issue,290610,2026-02-04T11:34:55.404590,0,1
https://github.com/microsoft/vscode/pull/290607,,2026-01-26T23:25:09Z,Copilot,92,2026-01-26T23:40:42Z,,0,Fix settings editor double render when opening with filter,2069,"Settings editor with a filter query (e.g., `@tag:accessibility`) rendered all settings briefly befor...",open,Issue,290607,2026-02-04T11:34:55.404595,0,1
